phenotype,phenotype_label,as,ct
HP:0010826,Abnormality of the twelfth cranial nerve,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0100292,Amyloidosis of peripheral nerves,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0005359,Aplasia of the thymus,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0010515,Aplasia/Hypoplasia of the thymus,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0006824,Cranial nerve paralysis,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0005995,Decreased adipose tissue around neck,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0012645,Enlarged peripheral nerve,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0007011,Fourth cranial nerve palsy,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0000778,Hypoplasia of the thymus,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0009126,Increased adipose tissue,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0000468,Increased adipose tissue around the neck,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0009025,Increased connective tissue,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0000287,Increased facial adipose tissue,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0008993,Increased intraabdominal fat,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0008985,Increased intramuscular fat,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0000292,Loss of facial adipose tissue,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0009017,Loss of gluteal subcutaneous adipose tissue,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0009056,Loss of subcutaneous adipose tissue from upper limbs,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0003635,Loss of subcutaneous adipose tissue in limbs,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0012490,Panniculitis,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0003406,Peripheral nerve compression,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0000407,Sensorineural hearing impairment,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0010516,Thymus hyperplasia,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0001540,Diastasis recti,http://purl.obolibrary.org/obo/UBERON_0002378,
HP:0005247,Hypoplasia of the abdominal wall musculature,http://purl.obolibrary.org/obo/UBERON_0002378,
HP:0025100,Abnormal hippocampus morphology,http://purl.obolibrary.org/obo/UBERON_0002421,
HP:0025101,Dysgenesis of the hippocampus,http://purl.obolibrary.org/obo/UBERON_0002421,
HP:0100961,Enlarged hippocampus,http://purl.obolibrary.org/obo/UBERON_0002421,
HP:0410170,Hippocampal atrophy,http://purl.obolibrary.org/obo/UBERON_0002421,
HP:0002778,Abnormal tracheal morphology,http://purl.obolibrary.org/obo/UBERON_0003126,
HP:0100682,Tracheal atresia,http://purl.obolibrary.org/obo/UBERON_0003126,
HP:0002787,Tracheal calcification,http://purl.obolibrary.org/obo/UBERON_0003126,
HP:0005347,Tracheal cartilaginous sleeve,http://purl.obolibrary.org/obo/UBERON_0003126,
HP:0002777,Tracheal stenosis,http://purl.obolibrary.org/obo/UBERON_0003126,
HP:0002575,Tracheoesophageal fistula,http://purl.obolibrary.org/obo/UBERON_0003126,
HP:0010778,Tracheomegaly,http://purl.obolibrary.org/obo/UBERON_0003126,
HP:0012693,Abnormal thalamic size,http://purl.obolibrary.org/obo/UBERON_0004703,
HP:0010663,Abnormal thalamus morphology,http://purl.obolibrary.org/obo/UBERON_0004703,
HP:0012695,Decreased thalamic volume,http://purl.obolibrary.org/obo/UBERON_0004703,
HP:0025099,Dysgenesis of the thalamus,http://purl.obolibrary.org/obo/UBERON_0004703,
HP:0012694,Enlarged thalamic volume,http://purl.obolibrary.org/obo/UBERON_0004703,
HP:0025041,Thalamic calcification,http://purl.obolibrary.org/obo/UBERON_0004703,
HP:0025040,Thalamic edema,http://purl.obolibrary.org/obo/UBERON_0004703,
HP:0100250,Meningeal calcification,http://purl.obolibrary.org/obo/UBERON_0010743,
HP:0001287,Meningitis,http://purl.obolibrary.org/obo/UBERON_0010743,
